Pavadinimas,Metai,Kėbulo tipas,Kaina,Kuras,Pavarų dėžė,Variklis,Rida,Miestas,Nuoroda
Skoda Karoq,2021-07,Visureigis / Krosoveris,13 500 €,Benzinas,Mechaninė,"1.0 l., 81 kW",199 900 km,Kaunas,https://autoplius.lt/skelbimai/skoda-karoq-1-0-l-visureigis-krosoveris-2021-benzinas-29561545.html
Skoda Octavia,2022-02,Universalas,13 700 €,Benzinas,Automatinė,"1.0 l., 81 kW",199 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-0-l-universalas-2022-benzinas-29692601.html
Skoda Fabia,2023-01,Universalas,13 100 €,Benzinas,Automatinė,"1.0 l., 70 kW",78 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-fabia-1-0-l-universalas-2023-benzinas-29904204.html
Skoda Octavia,2021-01,Universalas,14 650 €,Dyzelinas,Automatinė,147 kW,300 000 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-octavia-universalas-2021-dyzelinas-29887298.html
Skoda Enyaq,2022-12,Visureigis / Krosoveris,14 650 €,Elektra,Automatinė,109 kW,50 960 km,Jonava,https://autoplius.lt/skelbimai/skoda-enyaq-visureigis-krosoveris-2022-elektra-29588615.html
Skoda Superb,2017-04,Universalas,14 800 €,Benzinas,Automatinė,"2.0 l., 206 kW",199 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2017-benzinas-29891244.html
Skoda Superb,2016-01,Universalas,14 990 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",198 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2016-dyzelinas-29987119.html
Skoda Superb,2019-02,Sedanas,14 900 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",227 300 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-sedanas-2019-dyzelinas-29683483.html
Skoda Superb,2017-10,Universalas,14 999 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",244 063 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2017-dyzelinas-29833250.html
Skoda Superb,2019-09,Universalas,14 200 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",340 070 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2019-dyzelinas-29993791.html
Skoda Superb,2019-08,Universalas,14 450 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",299 000 km,Jonava,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2019-dyzelinas-29824068.html
Skoda Superb,2020-10,Hečbekas,14 500 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",211 000 km,"Tallinn, Estija",https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2020-dyzelinas-29678493.html
Skoda Superb,2019-02,Universalas,14 900 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",193 474 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2019-dyzelinas-29673437.html
Skoda Superb,2019-02,Sedanas,14 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",162 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-sedanas-2019-dyzelinas-29486578.html
Skoda Kodiaq,2017-08,Visureigis / Krosoveris,14 200 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",265 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2017-dyzelinas-29153033.html
Skoda Octavia,2023-08,Hečbekas,14 000 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",217 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-hecbekas-2023-dyzelinas-30051239.html
Skoda Superb,2018,Hečbekas,14 800 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",181 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2018-dyzelinas-29814891.html
Skoda Superb,2019-01,Universalas,14 800 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",116 500 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2019-dyzelinas-29662781.html
Skoda Karoq,2019-03,Visureigis / Krosoveris,14 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",260 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-karoq-2-0-l-visureigis-krosoveris-2019-dyzelinas-29997115.html
Skoda Octavia,2022-08,Universalas,14 533 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",190 000 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2022-dyzelinas-29668815.html
Skoda Kodiaq,2018-03,Visureigis / Krosoveris,14 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",222 094 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2018-dyzelinas-30010403.html
Skoda Superb,2022-05,Hečbekas,14 800 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",183 190 km,Tauragė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2022-dyzelinas-29754011.html
Skoda Octavia,2021-05,Universalas,14 450 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",150 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2021-dyzelinas-29803075.html
Skoda Kodiaq,2019-08,Visureigis / Krosoveris,14 300 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",395 420 km,Gargždai,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2019-dyzelinas-29798007.html
Skoda Octavia,2021-05,Universalas,14 727 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",188 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2021-dyzelinas-30045995.html
Skoda Kodiaq,2018,Visureigis / Krosoveris,14 990 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",250 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2018-dyzelinas-29782837.html
Skoda Octavia,2020-10,Sedanas,14 400 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",89 800 km,Kėdainiai,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-sedanas-2020-dyzelinas-29924661.html
Skoda Octavia,2020-09,Universalas,14 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",222 543 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2020-dyzelinas-29506102.html
Skoda Octavia,2021-03,Universalas,14 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",199 500 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2021-dyzelinas-29496670.html
Skoda Octavia,2020-07,Hečbekas,14 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",196 689 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-hecbekas-2020-dyzelinas-29914229.html
Skoda Octavia,2022-10,Universalas,14 400 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",199 600 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2022-dyzelinas-29844202.html
Skoda Superb,2020-07,Hečbekas,14 600 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",245 795 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2020-dyzelinas-29828860.html
Skoda Superb,2020,Universalas,14 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",192 136 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2020-dyzelinas-29527034.html
Skoda Karoq,2025-02,Visureigis / Krosoveris,14 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",11 257 km,Kaunas,https://autoplius.lt/skelbimai/skoda-karoq-2-0-l-visureigis-krosoveris-2025-dyzelinas-29927927.html
Skoda Octavia,2023-08,Hečbekas,14 000 €,Dyzelinas,Automatinė,"2.0 l.,",160 800 km,Tauragė,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-hecbekas-2023-dyzelinas-30070589.html
Skoda Superb,2017-04,Universalas,14 992 €,Benzinas,Automatinė,"1.8 l., 132 kW",104 300 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-8-l-universalas-2017-benzinas-29938037.html
Skoda Superb,2018-08,Universalas,14 000 €,Dyzelinas,Automatinė,"1.6 l., 88 kW",205 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-1-6-l-universalas-2018-dyzelinas-29334540.html
Skoda Karoq,2019-08,Visureigis / Krosoveris,14 000 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",177 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-karoq-1-6-l-visureigis-krosoveris-2019-dyzelinas-28338304.html
Skoda Superb,2023,Universalas,14 500 €,Benzinas / elektra,Automatinė,"1.5 l., 160 kW",56 318 km,Prienai,https://autoplius.lt/skelbimai/skoda-superb-1-5-l-universalas-2023-benzinas-elektra-29066365.html
Skoda Karoq,2022-06,Visureigis / Krosoveris,14 350 €,Benzinas,Automatinė,"1.5 l., 110 kW",212 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-karoq-1-5-l-visureigis-krosoveris-2022-benzinas-30053965.html
Skoda Karoq,2022-03,Visureigis / Krosoveris,14 200 €,Benzinas,Automatinė,"1.5 l., 110 kW",23 852 km,Kaunas,https://autoplius.lt/skelbimai/skoda-karoq-1-5-l-visureigis-krosoveris-2022-benzinas-29889868.html
Skoda Octavia,2020-11,Universalas,14 000 €,Benzinas,Mechaninė,"1.5 l., 110 kW",161 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-universalas-2020-benzinas-29700893.html
Skoda Octavia,2021-09,Universalas,14 300 €,Benzinas / elektra,Automatinė,"1.5 l., 110 kW",144 510 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-universalas-2021-benzinas-elektra-28705865.html
Skoda Superb,2021-06,Sedanas,14 700 €,Benzinas,Mechaninė,"1.5 l., 110 kW",198 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-1-5-l-sedanas-2021-benzinas-29410204.html
Skoda Octavia,2022-01,Universalas,14 400 €,Benzinas,Automatinė,"1.5 l., 110 kW",196 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-universalas-2022-benzinas-30071363.html
Skoda Octavia,2023-01,Universalas,14 000 €,Benzinas / elektra,Automatinė,"1.4 l., 150 kW",154 556 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-universalas-2023-benzinas-elektra-29534675.html
Skoda Kamiq,2020-02,Visureigis / Krosoveris,14 200 €,Benzinas,Automatinė,"1.0 l., 85 kW",92 050 km,Kaunas,https://autoplius.lt/skelbimai/skoda-kamiq-1-0-l-visureigis-krosoveris-2020-benzinas-27856097.html
Skoda Octavia,2021-01,Hečbekas,14 500 €,Benzinas / elektra,Automatinė,"1.0 l., 81 kW",103 600 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-1-0-l-hecbekas-2021-benzinas-elektra-29806907.html
Skoda Octavia,2021,Universalas,14 990 €,Benzinas / elektra,Automatinė,"1.0 l., 81 kW",,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-0-l-universalas-2021-benzinas-elektra-29655577.html
Skoda Kamiq,2021,Visureigis / Krosoveris,14 790 €,Benzinas,Automatinė,"1.0 l., 81 kW",,Kaunas,https://autoplius.lt/skelbimai/skoda-kamiq-1-0-l-visureigis-krosoveris-2021-benzinas-29445306.html
Skoda Kamiq,2021-07,Visureigis / Krosoveris,14 950 €,Benzinas,Automatinė,"1.0 l., 81 kW",94 400 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kamiq-1-0-l-visureigis-krosoveris-2021-benzinas-29911087.html
Skoda Scala,2024-04,Hečbekas,14 200 €,Benzinas,Mechaninė,"1.0 l., 70 kW",55 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-scala-1-0-l-hecbekas-2024-benzinas-29821885.html
Skoda Enyaq,2021-11,Visureigis / Krosoveris,15 900 €,"Elektra, 62 kWh",Automatinė,"Elektra, 62 kWh",187 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-enyaq-62-kwh-visureigis-krosoveris-2021-elektra-29991189.html
Skoda Karoq,2021-06,Visureigis / Krosoveris,15 300 €,Dyzelinas,Mechaninė,"2.0 l., 85 kW",199 907 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-karoq-2-0-l-visureigis-krosoveris-2021-dyzelinas-30056303.html
Skoda Octavia,2020-01,Universalas,15 700 €,Dyzelinas,Mechaninė,"2.0 l., 85 kW",64 200 km,Alytus,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2020-dyzelinas-29528124.html
Skoda Octavia,2022-06,Universalas,15 999 €,Dyzelinas,Automatinė,"2.0 l., 85 kW",60 450 km,Palanga,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2022-dyzelinas-29564283.html
Skoda Octavia,2019-04,Universalas,15 800 €,Benzinas,Automatinė,"2.0 l., 180 kW",223 818 km,Rokiškis,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2019-benzinas-29959561.html
Skoda Superb,2021-12,Universalas,15 500 €,Dyzelinas,Automatinė,"2.0 l., 147 kW",350 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2021-dyzelinas-30009867.html
Skoda Kodiaq,2019-04,Visureigis / Krosoveris,15 999 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",304 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2019-dyzelinas-29705107.html
Skoda Superb,2017-03,Sedanas,15 950 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",115 515 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-sedanas-2017-dyzelinas-30059505.html
Skoda Octavia,2019-08,Sedanas,15 125 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",219 337 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-sedanas-2019-dyzelinas-29670231.html
Skoda Octavia,2019-06,Universalas,15 300 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",237 000 km,Radviliškis,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2019-dyzelinas-30038249.html
Skoda Octavia,2023-04,Universalas,15 600 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",174 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2023-dyzelinas-29842034.html
Skoda Octavia,2021-01,Universalas,15 499 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",277 000 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2021-dyzelinas-29534829.html
Skoda Kodiaq,2018-07,Visureigis / Krosoveris,15 550 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",246 615 km,Kaunas,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2018-dyzelinas-29044655.html
Skoda Superb,2019,Hečbekas,15 950 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",180 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2019-dyzelinas-29295410.html
Skoda Kodiaq,2021-06,Visureigis / Krosoveris,15 850 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",311 240 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2021-dyzelinas-29665605.html
Skoda Superb,2021-07,Hečbekas,15 500 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",171 358 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2021-dyzelinas-30072865.html
Skoda Superb,2021-02,Universalas,15 990 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",279 051 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2021-dyzelinas-30040237.html
Skoda Superb,2018-10,Universalas,15 000 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",151 000 km,Marijampolė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2018-dyzelinas-29489496.html
Skoda Octavia,2020-06,Universalas,15 950 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",194 346 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2020-dyzelinas-29874730.html
Skoda Superb,2021,Hečbekas,15 800 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",206 000 km,Širvintos,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2021-dyzelinas-29690187.html
Skoda Octavia,2022-10,Universalas,15 450 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",218 947 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2022-dyzelinas-29969507.html
Skoda Superb,2021-12,Hečbekas,15 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",177 572 km,Tauragė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2021-dyzelinas-29830110.html
Skoda Octavia,2021-02,Universalas,15 570 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",159 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2021-dyzelinas-29957103.html
Skoda Superb,2021-02,Universalas,15 000 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",176 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2021-dyzelinas-29768637.html
Skoda Octavia,2021-01,Universalas,15 400 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",180 989 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2021-dyzelinas-29886802.html
Skoda Octavia,2023-06,Universalas,15 990 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",201 700 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2023-dyzelinas-30016795.html
Skoda Kodiaq,2017-04,Visureigis / Krosoveris,15 990 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",278 000 km,Panevėžys,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2017-dyzelinas-30051889.html
Skoda Superb,2023-01,Universalas,15 900 €,Dyzelinas,Automatinė,"2.0 l., 106 kW",190 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2023-dyzelinas-29732223.html
Skoda Superb,2017-08,Sedanas,15 400 €,Benzinas,Automatinė,"1.8 l., 132 kW",88 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-8-l-sedanas-2017-benzinas-29293070.html
Skoda Karoq,2018-12,Visureigis / Krosoveris,15 500 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",170 500 km,Kelmė,https://autoplius.lt/skelbimai/skoda-karoq-1-6-l-visureigis-krosoveris-2018-dyzelinas-30068663.html
Skoda Kamiq,2020-07,Visureigis / Krosoveris,15 999 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",188 550 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-kamiq-1-6-l-visureigis-krosoveris-2020-dyzelinas-29832724.html
Skoda Karoq,2019-12,Visureigis / Krosoveris,15 900 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",251 460 km,Telšiai,https://autoplius.lt/skelbimai/skoda-karoq-1-6-l-visureigis-krosoveris-2019-dyzelinas-29922115.html
Skoda Octavia,2021-01,Universalas,15 490 €,,Automatinė,"1.5 l., 96 kW",134 323 km,"Tallinn, Estija",https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-universalas-2021-kita-30034823.html
Skoda Octavia,2022-02,Universalas,15 999 €,Benzinas / elektra,Automatinė,"1.5 l., 110 kW",175 817 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-universalas-2022-benzinas-elektra-30022075.html
Skoda Superb,2019-05,Hečbekas,15 500 €,Benzinas,Automatinė,"1.5 l., 110 kW",71 700 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-5-l-hecbekas-2019-benzinas-29662225.html
Skoda Octavia,2020-10,Universalas,15 700 €,Benzinas,Mechaninė,"1.5 l., 110 kW",76 000 km,Alytus,https://autoplius.lt/skelbimai/skoda-octavia-1-5-l-universalas-2020-benzinas-29817403.html
Skoda Superb,2020-01,Universalas,15 500 €,Benzinas / elektra,Automatinė,"1.4 l., 160 kW",190 500 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2020-benzinas-elektra-30010111.html
Skoda Octavia,2021-03,Universalas,15 500 €,Benzinas / elektra,Automatinė,"1.4 l., 150 kW",148 989 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-universalas-2021-benzinas-elektra-29795361.html
Skoda Octavia,2021-02,Universalas,15 950 €,Benzinas / elektra,Automatinė,"1.4 l., 150 kW",165 700 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-1-4-l-universalas-2021-benzinas-elektra-30006119.html
Skoda Superb,2022-04,Universalas,15 400 €,Benzinas / elektra,Automatinė,"1.4 l., 115 kW",163 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2022-benzinas-elektra-29864988.html
Skoda Superb,2019-08,Universalas,15 950 €,Benzinas,Automatinė,"1.4 l., 110 kW",115 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-1-4-l-universalas-2019-benzinas-29849524.html
Skoda Kamiq,2021-10,Hečbekas,15 200 €,Benzinas,Automatinė,"1.0 l., 81 kW",58 700 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kamiq-1-0-l-hecbekas-2021-benzinas-29980469.html
Skoda Kamiq,2021-07,Vienatūris,15 800 €,Benzinas,Automatinė,"1.0 l., 81 kW",56 811 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-kamiq-1-0-l-vienaturis-2021-benzinas-29875022.html
Skoda Octavia,2021,Universalas,15 390 €,Benzinas / elektra,Automatinė,"1.0 l., 81 kW",205 488 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-1-0-l-universalas-2021-benzinas-elektra-27615679.html
Skoda Fabia,2022-08,Hečbekas,15 900 €,Benzinas,Automatinė,"1.0 l., 81 kW",29 300 km,Vilnius,https://autoplius.lt/skelbimai/skoda-fabia-1-0-l-hecbekas-2022-benzinas-30063707.html
Skoda Kamiq,2023-02,Visureigis / Krosoveris,15 500 €,Benzinas,Automatinė,"1.0 l., 81 kW",186 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-kamiq-1-0-l-visureigis-krosoveris-2023-benzinas-30076363.html
Skoda Enyaq,2021-05,Visureigis / Krosoveris,16 950 €,"Elektra, 82 kWh",Automatinė,"Elektra, 82 kWh",54 000 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-enyaq-82-kwh-visureigis-krosoveris-2021-elektra-30026903.html
Skoda Enyaq,2021-10,Visureigis / Krosoveris,16 600 €,"Elektra, 62 kWh",Automatinė,"Elektra, 62 kWh",223 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-enyaq-62-kwh-visureigis-krosoveris-2021-elektra-29507002.html
Skoda Enyaq,2021-12,Visureigis / Krosoveris,16 900 €,"Elektra, 62 kWh",Automatinė,"Elektra, 62 kWh",169 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-enyaq-62-kwh-visureigis-krosoveris-2021-elektra-29554413.html
Skoda Enyaq,2021-06,Vienatūris,16 900 €,"Elektra, 60 kWh",Automatinė,"Elektra, 60 kWh",184 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-enyaq-60-kwh-vienaturis-2021-elektra-29876920.html
Skoda Octavia,2021-08,Universalas,16 940 €,Dyzelinas,Automatinė,"2.0 l., 85 kW",186 629 km,Klaipėda,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2021-dyzelinas-29830238.html
Skoda Superb,2016-09,Sedanas,16 900 €,Benzinas,Automatinė,"2.0 l., 206 kW",188 700 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-sedanas-2016-benzinas-29970309.html
Skoda Superb,2019-11,Universalas,16 999 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",189 000 km,Vilkaviškis,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2019-dyzelinas-29408118.html
Skoda Superb,2019,Hečbekas,16 150 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",152 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2019-dyzelinas-29287430.html
Skoda Kodiaq,2017-09,Visureigis / Krosoveris,16 700 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",269 975 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2017-dyzelinas-29915553.html
Skoda Superb,2020-10,Hečbekas,16 900 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",299 874 km,Kaunas,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-hecbekas-2020-dyzelinas-29891428.html
Skoda Kodiaq,2018-02,Visureigis / Krosoveris,16 500 €,Benzinas,Automatinė,"2.0 l., 132 kW",265 251 km,Šiauliai,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-visureigis-krosoveris-2018-benzinas-29920393.html
Skoda Octavia,2022-10,Universalas,16 799 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",189 000 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2022-dyzelinas-30076115.html
Skoda Octavia,2022-10,Universalas,16 499 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",174 600 km,Kaunas,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2022-dyzelinas-29577289.html
Skoda Octavia,2022-09,Universalas,16 900 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",207 830 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2022-dyzelinas-29919851.html
Skoda Octavia,2022-09,Sedanas,16 950 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",112 069 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-sedanas-2022-dyzelinas-29567041.html
Skoda Karoq,2018-04,Visureigis / Krosoveris,16 200 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",221 441 km,Jonava,https://autoplius.lt/skelbimai/skoda-karoq-2-0-l-visureigis-krosoveris-2018-dyzelinas-30011279.html
Skoda Superb,2021-01,Universalas,16 450 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",156 846 km,Vilnius,https://autoplius.lt/skelbimai/skoda-superb-2-0-l-universalas-2021-dyzelinas-30057035.html
Skoda Kodiaq,2018-10,Vienatūris,16 800 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",205 000 km,Vilnius,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-vienaturis-2018-dyzelinas-30056837.html
Skoda Octavia,2021-04,Universalas,16 928 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",177 160 km,Vilnius,https://autoplius.lt/skelbimai/skoda-octavia-2-0-l-universalas-2021-dyzelinas-30010635.html
Skoda Kodiaq,2018-12,Vienatūris,16 000 €,Dyzelinas,Automatinė,"2.0 l., 110 kW",303 000 km,Tauragė,https://autoplius.lt/skelbimai/skoda-kodiaq-2-0-l-vienaturis-2018-dyzelinas-29945265.html
