Pavadinimas,Metai,Kėbulo tipas,Kaina,Kuras,Pavarų dėžė,Variklis,Rida,Miestas,Nuoroda
Volkswagen Golf,2004,Hečbekas,1 750 €,Benzinas,Mechaninė,"1.6 l., 85 kW",243 165 km,Šalčininkai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2004-benzinas-30007091.html
Volkswagen Golf,2006-04,Hečbekas,1 850 €,Benzinas,Mechaninė,"1.6 l., 85 kW",195 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2006-benzinas-29905632.html
Volkswagen Golf,2009-05,Universalas,2 150 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",234 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2009-dyzelinas-30026855.html
Volkswagen Golf,2009,Universalas,2 649 €,Benzinas,Mechaninė,"1.4 l., 90 kW",140 000 km,Rokiškis,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-universalas-2009-benzinas-29745519.html
Volkswagen Golf,2008-01,Universalas,2 650 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",290 000 km,Biržai,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2008-dyzelinas-30034193.html
Volkswagen Golf,2011-08,Universalas,2 700 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2011-dyzelinas-30011503.html
Volkswagen Golf,2010,Hečbekas,2 700 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",337 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2010-dyzelinas-30003579.html
Volkswagen Golf,2004-10,Hečbekas,2 750 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",484 300 km,Varėna,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2004-dyzelinas-29920289.html
Volkswagen Golf,2006-11,Hečbekas,2 750 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",331 985 km,Šilutė,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2006-dyzelinas-29419540.html
Volkswagen Golf,2005-01,Kupė (Coupe),2 800 €,Dyzelinas,Mechaninė,"2.0 l., 130 kW",243 571 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-kupe-coupe-2005-dyzelinas-28886005.html
Volkswagen Golf,2010-04,Hečbekas,2 800 €,Benzinas,Mechaninė,"1.4 l., 59 kW",199 991 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2010-benzinas-29271014.html
Volkswagen Golf,2011-07,Hečbekas,2 800 €,Benzinas,Mechaninė,"1.4 l., 90 kW",270 908 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2011-benzinas-28753653.html
Volkswagen Golf,2011-01,Universalas,2 860 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",292 000 km,Klaipėda,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2011-dyzelinas-29989735.html
Volkswagen Golf,2007-07,Universalas,2 900 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",393 720 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2007-dyzelinas-29375698.html
Volkswagen Golf,2008-12,Universalas,2 950 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",228 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2008-dyzelinas-29974617.html
Volkswagen Golf,2009-08,Universalas,2 999 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",246 700 km,Radviliškis,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2009-dyzelinas-29995309.html
Volkswagen Golf,2008-03,Sedanas,3 000 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",398 000 km,Klaipėda,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-sedanas-2008-dyzelinas-30046735.html
Volkswagen Golf,2009-01,Hečbekas,3 000 €,Dyzelinas,Mechaninė,"2.0 l., 81 kW",288 929 km,Kėdainiai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2009-dyzelinas-30005325.html
Volkswagen Golf,2013-10,Universalas,3 200 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",320 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2013-dyzelinas-29940271.html
Volkswagen Golf,2012-04,Hečbekas,3 200 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",248 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2012-dyzelinas-30011211.html
Volkswagen Golf,2012-07,Universalas,3 300 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",379 890 km,Radviliškis,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2012-dyzelinas-30012095.html
Volkswagen Golf,2010,Universalas,3 300 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",315 000 km,Molėtai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2010-dyzelinas-30003039.html
Volkswagen Golf,2009-12,Hečbekas,3 350 €,Benzinas,Mechaninė,"1.4 l., 90 kW",258 000 km,Alytus,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2009-benzinas-30023365.html
Volkswagen Golf,2009-01,Hečbekas,3 450 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",243 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2009-dyzelinas-30034539.html
Volkswagen Golf,2013-05,Universalas,3 499 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",300 000 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2013-dyzelinas-30001623.html
Volkswagen Golf,2011-09,Hečbekas,3 600 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",267 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2011-dyzelinas-30037769.html
Volkswagen Golf,2014-08,Universalas,3 750 €,Benzinas,Automatinė,"1.4 l., 92 kW",295 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-universalas-2014-benzinas-29989881.html
Volkswagen Golf,2012-12,Universalas,3 840 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",270 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2012-dyzelinas-29980479.html
Volkswagen Golf,2012-01,Universalas,3 850 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",283 000 km,Joniškis,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2012-dyzelinas-29809717.html
Volkswagen Golf,2011-03,Universalas,3 950 €,Benzinas,Automatinė,"1.2 l., 77 kW",320 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-2-l-universalas-2011-benzinas-29928717.html
Volkswagen Golf,2010-09,Universalas,3 950 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",225 275 km,Kelmė,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2010-dyzelinas-29896146.html
Volkswagen Golf,2009,Hečbekas,4 200 €,Benzinas,Mechaninė,"1.4 l., 118 kW",326 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2009-benzinas-29928063.html
Volkswagen Golf,2014-04,Universalas,4 250 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",287 803 km,Klaipėda,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2014-dyzelinas-28075734.html
Volkswagen Golf,2014-04,Hečbekas,4 499 €,Benzinas,Mechaninė,"1.2 l., 63 kW",246 564 km,Kalvarija,https://autoplius.lt/skelbimai/volkswagen-golf-1-2-l-hecbekas-2014-benzinas-29311824.html
Volkswagen Golf,2017,Universalas,4 600 €,Benzinas / dujos,Automatinė,"1.4 l., 150 kW",560 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-universalas-2017-benzinas-dujos-29365346.html
Volkswagen Golf,2010-05,Hečbekas,4 789 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",263 159 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2010-dyzelinas-29901614.html
Volkswagen Golf,2011-07,Hečbekas,4 900 €,Benzinas,Automatinė,"1.2 l., 77 kW",302 700 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-2-l-hecbekas-2011-benzinas-30023565.html
Volkswagen Golf,2014,Hečbekas,5 150 €,Benzinas,Mechaninė,"1.2 l., 63 kW",200 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-2-l-hecbekas-2014-benzinas-30032719.html
Volkswagen Golf,2013-05,Hečbekas,5 200 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",215 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2013-dyzelinas-30048095.html
Volkswagen Golf,2014,Universalas,5 500 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",231 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2014-dyzelinas-30048359.html
Volkswagen Golf,2014-06,Hečbekas,5 500 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",139 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2014-dyzelinas-30007759.html
Volkswagen Golf,2012-03,Hečbekas,5 500 €,Benzinas,Mechaninė,"1.4 l., 90 kW",250 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2012-benzinas-30023539.html
Volkswagen Golf,2013-02,Hečbekas,5 550 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",220 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2013-dyzelinas-30033091.html
Volkswagen Golf,2014-02,Universalas,5 550 €,Dyzelinas,Mechaninė,"1.6 l., 66 kW",254 000 km,Kuršėnai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2014-dyzelinas-29970649.html
Volkswagen Golf,2015,Hečbekas,5 700 €,Benzinas,Mechaninė,"1.4 l., 92 kW",207 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2015-benzinas-27657592.html
Volkswagen Golf,2016-11,Universalas,5 700 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",356 312 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2016-dyzelinas-29784157.html
Volkswagen Golf,2014,Hečbekas,5 500 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",280 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2014-dyzelinas-29987295.html
Volkswagen Golf,1990-04,Hečbekas,5 950 €,Dyzelinas,Mechaninė,"1.6 l., 40 kW",238 030 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-1990-dyzelinas-29784211.html
Volkswagen Golf,2013-12,Hečbekas,5 950 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",220 500 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2013-dyzelinas-29991973.html
Volkswagen Golf,2014-04,Universalas,5 990 €,Benzinas,Mechaninė,"1.2 l., 77 kW",208 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-2-l-universalas-2014-benzinas-29708497.html
Volkswagen Golf,2013-12,Universalas,6 300 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",255 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2013-dyzelinas-29987493.html
Volkswagen Golf,2016-08,Universalas,6 390 €,Dyzelinas,Mechaninė,"1.6 l., 77 kW",287 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2016-dyzelinas-29992627.html
Volkswagen Golf,2015-06,Hečbekas,6 499 €,Benzinas,Automatinė,"1.2 l., 81 kW",251 000 km,Kėdainiai,https://autoplius.lt/skelbimai/volkswagen-golf-1-2-l-hecbekas-2015-benzinas-30039107.html
Volkswagen Golf,2014-02,Universalas,6 500 €,Dyzelinas,Automatinė,"1.6 l., 77 kW",288 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2014-dyzelinas-29898590.html
Volkswagen Golf,2013-07,Hečbekas,6 500 €,Benzinas,Automatinė,"1.4 l., 103 kW",127 100 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2013-benzinas-29789531.html
Volkswagen Golf,2016-04,Universalas,7 500 €,Benzinas,Automatinė,"1.4 l., 81 kW",129 738 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-universalas-2016-benzinas-29784135.html
Volkswagen Golf,2015-12,Hečbekas,7 600 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",243 635 km,Kėdainiai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2015-dyzelinas-30038587.html
Volkswagen Golf,2017-11,Universalas,7 650 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",212 890 km,Prienai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2017-dyzelinas-29924029.html
Volkswagen Golf,2017-10,Universalas,7 700 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",286 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2017-dyzelinas-29978063.html
Volkswagen Golf,2014-05,Hečbekas,8 400 €,Benzinas,Mechaninė,"1.2 l., 81 kW",113 852 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-2-l-hecbekas-2014-benzinas-28996657.html
Volkswagen Golf,2012-12,Hečbekas,8 500 €,Dyzelinas,Mechaninė,"2.0 l., 125 kW",280 000 km,Rokiškis,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2012-dyzelinas-29988043.html
Volkswagen Golf,2016-12,Universalas,8 700 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",290 000 km,Rokiškis,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2016-dyzelinas-29398090.html
Volkswagen Golf,2018-02,Universalas,8 900 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",193 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2018-dyzelinas-29917245.html
Volkswagen Golf,2019-08,Universalas,9 000 €,Dyzelinas,Automatinė,"1.6 l., 85 kW",175 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2019-dyzelinas-30011897.html
Volkswagen Golf,2017,Universalas,9 300 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",194 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2017-dyzelinas-30021959.html
Volkswagen Golf,2018-06,Universalas,10 300 €,Benzinas,Mechaninė,"1.5 l., 96 kW",210 000 km,Šilalė,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-universalas-2018-benzinas-29925919.html
Volkswagen Golf,2017-11,Hečbekas,10 500 €,Dyzelinas,Mechaninė,"1.6 l., 85 kW",142 900 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2017-dyzelinas-29989601.html
Volkswagen Golf,2019-12,Hečbekas,10 900 €,"Elektra, 36 kWh",Automatinė,"Elektra, 36 kWh",94 437 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-36-kwh-hecbekas-2019-elektra-29813707.html
Volkswagen Golf,2018-05,Hečbekas,10 900 €,Benzinas,Automatinė,"1.4 l., 92 kW",131 531 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2018-benzinas-29960403.html
Volkswagen Golf,2012-12,Hečbekas,11 000 €,Benzinas,Automatinė,"2.0 l., 199 kW",194 000 km,Telšiai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2012-benzinas-28913863.html
Volkswagen Golf,2022-08,Universalas,11 300 €,Dyzelinas,Automatinė,"2.0 l.,",270 168 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-universalas-2022-dyzelinas-29896190.html
Volkswagen Golf,2019-02,Hečbekas,11 800 €,Benzinas,Automatinė,"1.0 l., 85 kW",98 100 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-0-l-hecbekas-2019-benzinas-29928017.html
Volkswagen Golf,2017-02,Hečbekas,11 900 €,Dyzelinas,Mechaninė,"1.6 l., 81 kW",75 513 km,,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2017-dyzelinas-29677769.html
Volkswagen Golf,2021-08,Hečbekas,11 990 €,Dyzelinas,Mechaninė,"2.0 l., 85 kW",293 500 km,"Rīga, Latvija",https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2021-dyzelinas-29911007.html
Volkswagen Golf,2017,Hečbekas,12 500 €,Benzinas,Automatinė,"1.8 l., 124 kW",88 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-8-l-hecbekas-2017-benzinas-29583417.html
Volkswagen Golf,2022-10,Universalas,13 500 €,Benzinas / elektra,Automatinė,"1.5 l., 110 kW",90 000 km,Panevėžys,https://autoplius.lt/skelbimai/volkswagen-golf-1-5-l-universalas-2022-benzinas-elektra-30021093.html
Volkswagen Golf,2015,Hečbekas,14 500 €,Benzinas,Automatinė,"2.0 l., 280 kW",216 000 km,Kazlų Rūda,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2015-benzinas-30010891.html
Volkswagen Golf,2021-08,Hečbekas,14 600 €,Benzinas,Mechaninė,"2.0 l., 168 kW",125 000 km,Tauragė,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2021-benzinas-29919419.html
Volkswagen Golf,2023-10,Hečbekas,17 400 €,Benzinas / elektra,Automatinė,"1.0 l., 81 kW",34 912 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-0-l-hecbekas-2023-benzinas-elektra-29667725.html
Volkswagen Golf,2019-04,Hečbekas,17 950 €,Benzinas,Automatinė,"2.0 l., 213 kW",168 500 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2019-benzinas-30042069.html
Volkswagen Golf,2024-04,Hečbekas,22 500 €,Benzinas,Automatinė,"1.0 l., 81 kW",10 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-0-l-hecbekas-2024-benzinas-26898053.html
Volkswagen Golf,1993-07,Hečbekas,400 €,Benzinas,Mechaninė,"1.6 l., 55 kW",166 000 km,Pasvalys,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-1993-benzinas-29678267.html
Volkswagen Golf,2002,Hečbekas,550 €,Benzinas,Mechaninė,"1.4 l., 55 kW",190 000 km,Molėtai,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2002-benzinas-30031809.html
Volkswagen Golf,1994,Hečbekas,750 €,Benzinas,Mechaninė,"1.4 l., 40 kW",200 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-1994-benzinas-29558803.html
Volkswagen Golf,2004-07,Hečbekas,800 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",367 313 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-2004-dyzelinas-29901924.html
Volkswagen Golf,1995,Hečbekas,800 €,Benzinas,Mechaninė,"2.0 l., 85 kW",221 250 km,Alytus,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-1995-benzinas-29873388.html
Volkswagen Golf,1999-04,Hečbekas,800 €,Dyzelinas,Mechaninė,66 kW,362 780 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-hecbekas-1999-dyzelinas-29766031.html
Volkswagen Golf,2007-01,Hečbekas,850 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",308 127 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-2007-dyzelinas-30034975.html
Volkswagen Golf,1993-03,Hečbekas,850 €,Dyzelinas,Mechaninė,"1.9 l., 47 kW",242 000 km,Alytus,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-1993-dyzelinas-30009965.html
Volkswagen Golf,2007,Hečbekas,950 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",268 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2007-dyzelinas-29227466.html
Volkswagen Golf,2004-01,Universalas,999 €,Dyzelinas,Mechaninė,"1.9 l., 74 kW",404 500 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2004-dyzelinas-29869472.html
Volkswagen Golf,1998-09,Hečbekas,1 000 €,Dyzelinas,Mechaninė,"1.9 l., 66 kW",433 190 km,Kėdainiai,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-1998-dyzelinas-29915081.html
Volkswagen Golf,1991-02,Hečbekas,1 100 €,Dyzelinas,Mechaninė,"1.6 l., 44 kW",350 000 km,Pasvalys,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-1991-dyzelinas-29752845.html
Volkswagen Golf,2008-08,Universalas,1 200 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",350 000 km,Šilutė,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2008-dyzelinas-29814815.html
Volkswagen Golf,2006-12,Sedanas,1 300 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",377 073 km,Kelmė,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-sedanas-2006-dyzelinas-30024123.html
Volkswagen Golf,2004,Hečbekas,1 370 €,Benzinas,Mechaninė,"1.4 l., 66 kW",,Klaipėda,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2004-benzinas-30011423.html
Volkswagen Golf,1998-06,Hečbekas,1 400 €,Benzinas,Mechaninė,"1.6 l., 74 kW",156 500 km,Trakai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-1998-benzinas-29574415.html
Volkswagen Golf,2008-03,Hečbekas,1 450 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",240 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-2008-dyzelinas-29998597.html
Volkswagen Golf,2003-12,Hečbekas,1 490 €,Benzinas,Mechaninė,"1.4 l., 55 kW",156 300 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-hecbekas-2003-benzinas-29812661.html
Volkswagen Golf,2001-11,Universalas,1 500 €,Dyzelinas,Mechaninė,"1.9 l., 66 kW",300 000 km,Radviliškis,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2001-dyzelinas-30034305.html
Volkswagen Golf,2005-10,Hečbekas,1 550 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",254 000 km,Panevėžys,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-2005-dyzelinas-29671325.html
Volkswagen Golf,2005,Hečbekas,1 550 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",389 000 km,Šiauliai,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-2005-dyzelinas-29608211.html
Volkswagen Golf,2004,Hečbekas,1 600 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",267 980 km,Gargždai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2004-dyzelinas-29564439.html
Volkswagen Golf,2007-10,Universalas,1 650 €,Benzinas,Mechaninė,"1.4 l., 103 kW",306 900 km,Šilutė,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-universalas-2007-benzinas-29814575.html
Volkswagen Golf,2007-12,Universalas,1 800 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",333 550 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2007-dyzelinas-29880184.html
Volkswagen Golf,2011-06,Universalas,1 899 €,Dyzelinas,Mechaninė,"1.6 l., 66 kW",431 541 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-universalas-2011-dyzelinas-28126910.html
Volkswagen Golf,2009-01,Universalas,1 900 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",,Panevėžys,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2009-dyzelinas-28801895.html
Volkswagen Golf,2009-08,Hečbekas,1 950 €,Benzinas,Mechaninė,"1.6 l., 75 kW",280 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2009-benzinas-30014643.html
Volkswagen Golf,2008-08,Hečbekas,1 950 €,Dyzelinas,Mechaninė,"1.9 l., 66 kW",,Klaipėda,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-2008-dyzelinas-29848984.html
Volkswagen Golf,2007-03,Hečbekas,1 950 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",400 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2007-dyzelinas-29749847.html
Volkswagen Golf,2008,Hečbekas,1 999 €,Dyzelinas,Mechaninė,"1.9 l., 77 kW",293 000 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-2008-dyzelinas-29757933.html
Volkswagen Golf,2009-11,Hečbekas,2 000 €,Dyzelinas,Mechaninė,"2.0 l., 103 kW",344 700 km,Kaunas,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2009-dyzelinas-29820365.html
Volkswagen Golf,2004-11,Hečbekas,2 000 €,Benzinas,Mechaninė,"1.6 l., 75 kW",214 900 km,Mažeikiai,https://autoplius.lt/skelbimai/volkswagen-golf-1-6-l-hecbekas-2004-benzinas-29760719.html
Volkswagen Golf,2007-07,Vienatūris,2 150 €,Dyzelinas,Mechaninė,"1.9 l., 66 kW",267 000 km,Skuodas,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-vienaturis-2007-dyzelinas-29987217.html
Volkswagen Golf,2008-03,Hečbekas,2 150 €,Dyzelinas,Mechaninė,"1.9 l., 66 kW",448 000 km,Vilnius,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-hecbekas-2008-dyzelinas-29975265.html
Volkswagen Golf,2010,Hečbekas,2 150 €,Dyzelinas,Mechaninė,"2.0 l., 81 kW",260 000 km,Kuršėnai,https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2010-dyzelinas-29675897.html
Volkswagen Golf,2000-12,Universalas,2 150 €,Dyzelinas,Mechaninė,"1.9 l., 66 kW",275 000 km,Marijampolė,https://autoplius.lt/skelbimai/volkswagen-golf-1-9-l-universalas-2000-dyzelinas-29788941.html
Volkswagen Golf,2008-12,Universalas,2 199 €,Benzinas,Automatinė,"1.4 l., 90 kW",248 000 km,Panevėžys,https://autoplius.lt/skelbimai/volkswagen-golf-1-4-l-universalas-2008-benzinas-27501839.html
